Country,Power_Plant,Capacity_MW,Year_Commissioned,Operator,Type,Fuel,Location,Status,Construction_Start,Cost_Billion_USD,Safety_Rating
Angola,Marshall Group,331200,2013,Bentley PLC,Boiling Water Reactor,Mixed Oxide Fuel,"Gabrielton, Angola",Under Construction,2010,9.54,3
Mexico,"Anderson, West and Lynch",367300,1991,Garcia-Schroeder,Pressurized Water Reactor,Uranium,"Port Cynthiaport, Mexico",Decommissioned,1989,9.28,3
Myanmar,Mendez Group,116900,1973,Smith-Hayes,Pressurized Water Reactor,Thorium,"Charlesfurt, Myanmar",Under Construction,1973,5.13,5
Guatemala,Byrd-Rodgers,52500,2005,Cochran-Rogers,Pressurized Water Reactor,Uranium,"New Meagan, Guatemala",Planned,2003,3.31,5
Saint Vincent and the Grenadines,"Thomas, Miles and Yang",413400,1977,Rivera LLC,Pressurized Water Reactor,Thorium,"North Joe, Saint Vincent and the Grenadines",Decommissioned,1979,7.11,1
Guernsey,"Roth, Newman and Hebert",385600,2016,"Charles, Williams and Briggs",Fast Breeder Reactor,Mixed Oxide Fuel,"Michaelhaven, Guernsey",Under Construction,2008,6.92,1
Tonga,"Sosa, Ford and Diaz",74900,2016,Davenport Ltd,Pressurized Water Reactor,Mixed Oxide Fuel,"East Thomas, Tonga",Planned,1983,6.7,4
El Salvador,Garza Ltd,427800,2023,Torres-Wong,Fast Breeder Reactor,Uranium,"Deannamouth, El Salvador",Decommissioned,2009,8.89,4
Aruba,Griffith-Hill,150900,1978,Ballard-Johnson,Pressurized Water Reactor,Thorium,"East Michelleport, Aruba",Under Construction,1972,4.07,1
New Zealand,"Leblanc, Suarez and Conner",187800,2013,Huffman-Harmon,Pressurized Water Reactor,Mixed Oxide Fuel,"West Nicole, New Zealand",Decommissioned,1983,2.36,5
Hungary,"Whitney, Nixon and Hinton",106200,1980,Martinez and Sons,Fast Breeder Reactor,Uranium,"East Angela, Hungary",Under Construction,2013,8.37,1
Fiji,"Sexton, Davis and Rivera",456600,2013,Lawson-Carlson,Pressurized Water Reactor,Thorium,"Valenciaside, Fiji",Planned,2017,7.02,5
Sweden,Russell Inc,189100,1973,Smith-Lynch,Pressurized Water Reactor,Thorium,"New Kimberly, Sweden",Operational,1989,9.95,5
Luxembourg,"Carey, Evans and Bishop",478700,2001,Dixon-Kelley,Pressurized Water Reactor,Uranium,"Franciston, Luxembourg",Under Construction,2010,2.72,4
Nigeria,"Jones, Leon and Howell",110700,1994,Jensen-Bishop,Fast Breeder Reactor,Uranium,"Cunninghamborough, Nigeria",Planned,1983,2.11,1
United States Virgin Islands,"Everett, Morris and Travis",101000,1992,Flores-Martin,Boiling Water Reactor,Mixed Oxide Fuel,"Sotostad, United States Virgin Islands",Under Construction,1974,7.92,5
Mozambique,Williams-Gomez,263500,2023,Ruiz and Sons,Pressurized Water Reactor,Uranium,"Loganport, Mozambique",Planned,2013,3.39,2
Malaysia,Lee and Sons,77400,1997,"Harrison, Cunningham and Bradford",Fast Breeder Reactor,Uranium,"East Marthaborough, Malaysia",Operational,2006,2.46,2
Singapore,"Perkins, Townsend and Savage",453300,2013,Jones-Collins,Fast Breeder Reactor,Uranium,"Richardmouth, Singapore",Planned,2001,2.32,5
Chad,"Reyes, Miller and Gonzalez",408600,1973,"Hayes, Wells and Mason",Pressurized Water Reactor,Mixed Oxide Fuel,"Manningshire, Chad",Operational,1975,9.16,4
Mozambique,"Rodriguez, Foster and Patterson",362400,2021,"Maldonado, Potter and Stewart",Boiling Water Reactor,Uranium,"Steveton, Mozambique",Planned,1982,4.71,2
Senegal,Nunez-Carter,150600,1992,Brooks-Perez,Boiling Water Reactor,Mixed Oxide Fuel,"North Jamieview, Senegal",Under Construction,1991,2.32,2
Serbia,Cooper LLC,256200,1980,"Khan, Alvarez and Ramos",Fast Breeder Reactor,Uranium,"Lewisberg, Serbia",Planned,2015,2.88,3
Falkland Islands (Malvinas),Doyle-Baxter,489300,1985,Thomas-Kim,Fast Breeder Reactor,Thorium,"Lake Amanda, Falkland Islands (Malvinas)",Planned,1973,2.67,2
Canada,Ibarra-Hernandez,469000,1999,Levy-Riley,Pressurized Water Reactor,Mixed Oxide Fuel,"Lynchhaven, Canada",Planned,2013,9.54,4
Jamaica,Hayes-Rivera,337400,1996,Mcfarland PLC,Pressurized Water Reactor,Uranium,"West Elizabeth, Jamaica",Operational,2022,5.27,4
Swaziland,Hamilton Group,275700,2000,"Phillips, Richardson and Ramirez",Pressurized Water Reactor,Mixed Oxide Fuel,"Susanbury, Swaziland",Under Construction,2006,5.73,5
United Kingdom,Smith-Ingram,396400,1978,West Inc,Boiling Water Reactor,Thorium,"Jameston, United Kingdom",Under Construction,1999,5.46,2
Somalia,Vasquez Ltd,403200,1992,Miller Inc,Pressurized Water Reactor,Thorium,"Bradfordmouth, Somalia",Decommissioned,1976,9.32,2
Indonesia,"Douglas, Roberts and Mills",128800,1993,Bailey Ltd,Boiling Water Reactor,Mixed Oxide Fuel,"Frankshire, Indonesia",Decommissioned,1981,5.64,4
Senegal,Bowers-Ellis,85000,2016,"Combs, Huffman and Herrera",Boiling Water Reactor,Mixed Oxide Fuel,"Mortonfurt, Senegal",Planned,1990,2.71,5
Saint Martin,Kim-Mayo,456200,2021,"Perez, Brown and Perry",Pressurized Water Reactor,Mixed Oxide Fuel,"Hartmanberg, Saint Martin",Planned,1987,5.81,5
Saint Martin,"Harrington, Bates and Lamb",407800,2016,Garcia-Callahan,Fast Breeder Reactor,Thorium,"West Melissa, Saint Martin",Under Construction,2001,3.47,1
Canada,"Wilson, Moore and Carter",457400,2012,"Nelson, Hardin and Smith",Pressurized Water Reactor,Uranium,"North Stephanie, Canada",Planned,2005,6.07,5
Afghanistan,Fernandez-Martin,238600,2012,"Neal, Morgan and Bennett",Boiling Water Reactor,Thorium,"East Johnnyfort, Afghanistan",Planned,1972,9.35,5
Cook Islands,Stewart-Garcia,298600,1971,Patton Group,Boiling Water Reactor,Thorium,"West Andremouth, Cook Islands",Operational,1979,7.88,4
Armenia,Chavez LLC,481900,1985,"Wolfe, Robertson and Jackson",Pressurized Water Reactor,Uranium,"Aarontown, Armenia",Under Construction,1978,9.88,1
Bangladesh,"Hebert, Turner and Pratt",291300,2002,Evans-Phillips,Fast Breeder Reactor,Uranium,"North Ana, Bangladesh",Decommissioned,2005,8.17,5
Peru,Chang PLC,50000,1972,"Tucker, Nguyen and Foster",Fast Breeder Reactor,Uranium,"Lake Lindaland, Peru",Planned,1992,1.83,5
Guinea-Bissau,"Cole, Gray and Rivera",397400,2004,"Riley, Moreno and Carroll",Pressurized Water Reactor,Thorium,"Port Tiffanyside, Guinea-Bissau",Operational,2005,9.52,1
Dominican Republic,Peterson Group,395600,2007,Miller PLC,Fast Breeder Reactor,Uranium,"Lake Zachary, Dominican Republic",Decommissioned,1975,3.25,1
Austria,"Foster, Villarreal and Jones",360000,1970,Gonzales-Smith,Pressurized Water Reactor,Uranium,"Simmonsstad, Austria",Planned,2017,2.27,1
Macao,"Hodges, Peters and Nelson",459200,1973,Watkins-Smith,Fast Breeder Reactor,Uranium,"Cookport, Macao",Operational,1999,3.9,3
Philippines,"Kelly, Sanchez and Potts",497100,1978,"Morris, Bishop and Ortiz",Fast Breeder Reactor,Thorium,"South Debraport, Philippines",Under Construction,1985,1.05,1
Malaysia,Williams-Martinez,470500,1993,Johns-Wong,Boiling Water Reactor,Thorium,"South Mark, Malaysia",Under Construction,2020,9.06,2
Dominica,Leblanc-Davis,187100,2018,"Perry, Allen and Hill",Boiling Water Reactor,Mixed Oxide Fuel,"Lake Todd, Dominica",Operational,1992,1.4,2
Russian Federation,"Curtis, Baker and Washington",266500,2021,"Smith, Lopez and Green",Boiling Water Reactor,Thorium,"New Juliaton, Russian Federation",Operational,2022,1.37,4
Nicaragua,Wyatt-Perez,408400,1988,"Hodge, Garcia and Patrick",Pressurized Water Reactor,Mixed Oxide Fuel,"South Dianamouth, Nicaragua",Planned,2005,4.96,5
Japan,"Shepherd, Smith and Mccoy",472800,2012,Hebert-Green,Pressurized Water Reactor,Thorium,"Turnerburgh, Japan",Operational,1979,4.72,3
Lao People's Democratic Republic,Mccarty and Sons,321300,1989,"Jones, Smith and Butler",Boiling Water Reactor,Thorium,"Sonyahaven, Lao People's Democratic Republic",Under Construction,2018,5.89,3
Burkina Faso,Cervantes Group,83600,1994,"Jordan, Hill and Pena",Fast Breeder Reactor,Thorium,"East Tami, Burkina Faso",Planned,2018,8.32,5
Uganda,Davis and Sons,117300,1991,Jackson-Harrington,Pressurized Water Reactor,Mixed Oxide Fuel,"Garciaside, Uganda",Planned,1976,6.28,4
Gambia,"Moore, Rich and Morris",480900,1999,Owens-Nguyen,Fast Breeder Reactor,Thorium,"Michaelburgh, Gambia",Planned,2012,7.77,3
Sao Tome and Principe,"Barnes, Beard and Martinez",360000,1978,"Li, Smith and Rios",Boiling Water Reactor,Thorium,"Ryanfort, Sao Tome and Principe",Under Construction,1975,8.27,1
British Indian Ocean Territory (Chagos Archipelago),Simpson Group,67400,1979,Thompson-Young,Pressurized Water Reactor,Uranium,"New Dianaton, British Indian Ocean Territory (Chagos Archipelago)",Planned,2003,7.58,5
Mauritius,Kerr Group,311000,2002,Smith-Hernandez,Boiling Water Reactor,Thorium,"South Patrick, Mauritius",Planned,1972,8.86,1
Greece,Watson-Ramos,473700,2009,Jenkins Inc,Boiling Water Reactor,Mixed Oxide Fuel,"Port Bryanburgh, Greece",Decommissioned,1981,1.94,4
Serbia,Brooks-Howard,143300,2017,Diaz-Dunn,Fast Breeder Reactor,Thorium,"West Lindsayview, Serbia",Operational,1995,4.96,2
Cyprus,Fox-Gonzalez,78800,1987,Sosa LLC,Boiling Water Reactor,Uranium,"West Michele, Cyprus",Operational,1979,8.8,5
Morocco,"Hendricks, Griffin and Pineda",420200,2006,Garza-Barnett,Boiling Water Reactor,Mixed Oxide Fuel,"Melissaville, Morocco",Operational,2015,2.6,5
Puerto Rico,"Jackson, Paul and Perez",179300,2005,"Delgado, Martin and Gomez",Boiling Water Reactor,Thorium,"Alexanderfort, Puerto Rico",Operational,2015,7.6,5
Ecuador,Young-Lopez,86600,1996,Salazar Ltd,Boiling Water Reactor,Thorium,"Margaretstad, Ecuador",Operational,1987,9.8,4
Liechtenstein,"Phillips, Melendez and Mckinney",99900,2016,Clarke-Nichols,Boiling Water Reactor,Uranium,"North Scott, Liechtenstein",Operational,2020,8.03,1
Bangladesh,"Woods, Pena and Cook",366500,2015,Parker-Ortiz,Fast Breeder Reactor,Uranium,"West Javier, Bangladesh",Decommissioned,2004,9.26,1
Cambodia,"Owen, Moss and Shelton",483100,1973,Nelson-Young,Pressurized Water Reactor,Uranium,"Leviville, Cambodia",Planned,1984,7.57,2
Monaco,Ward-Doyle,342800,2011,Mckinney Ltd,Fast Breeder Reactor,Thorium,"New Robert, Monaco",Operational,1985,3.36,2
Christmas Island,David-Carlson,267500,1989,Webb Ltd,Boiling Water Reactor,Mixed Oxide Fuel,"South Josephville, Christmas Island",Under Construction,2020,4.77,3
Slovakia (Slovak Republic),Graves PLC,324400,2010,Smith Inc,Fast Breeder Reactor,Uranium,"Port Brett, Slovakia (Slovak Republic)",Decommissioned,2006,5.51,5
Macao,Murphy Ltd,294100,1991,Garcia Group,Fast Breeder Reactor,Uranium,"Osbornemouth, Macao",Under Construction,1970,7.26,4
South Africa,Butler-Miller,329600,2014,Wade Ltd,Fast Breeder Reactor,Thorium,"Elizabethtown, South Africa",Planned,2002,8.86,1
United Arab Emirates,Powers Inc,366100,2023,Clark Ltd,Boiling Water Reactor,Thorium,"Port John, United Arab Emirates",Operational,1989,7.28,5
Senegal,"Chavez, Cummings and Jensen",456600,1997,Pugh Group,Pressurized Water Reactor,Thorium,"South Kelly, Senegal",Operational,1999,3.51,1
Central African Republic,"Willis, Benjamin and Velez",144500,1971,"Nelson, Briggs and Browning",Pressurized Water Reactor,Mixed Oxide Fuel,"West Marytown, Central African Republic",Under Construction,2007,9.44,4
Solomon Islands,"David, Lopez and Cochran",67000,2004,"Flores, Frost and Mills",Fast Breeder Reactor,Mixed Oxide Fuel,"New Andreaport, Solomon Islands",Operational,2017,3.47,4
Morocco,"Sweeney, Mclaughlin and Gonzalez",450800,1996,Brown LLC,Fast Breeder Reactor,Thorium,"West Karen, Morocco",Under Construction,2016,5.87,2
Grenada,Perez-Howard,251500,1992,Gibson-Butler,Pressurized Water Reactor,Uranium,"Bishopton, Grenada",Planned,1989,7.69,2
Liberia,"Martin, Mcdaniel and Ramirez",69200,1992,"Farmer, Rodriguez and Smith",Boiling Water Reactor,Uranium,"Farmerton, Liberia",Operational,1974,1.37,3
Dominica,"Cruz, Martinez and Reed",378200,1983,Watson-Acosta,Boiling Water Reactor,Mixed Oxide Fuel,"Omartown, Dominica",Planned,2002,2.98,1
Bermuda,Douglas Inc,461800,1993,"Pham, Burton and Whitaker",Pressurized Water Reactor,Mixed Oxide Fuel,"South Johntown, Bermuda",Under Construction,2002,3.78,4
Yemen,Grant-White,230900,2007,"Duncan, Perez and Moore",Boiling Water Reactor,Mixed Oxide Fuel,"West Kendraport, Yemen",Under Construction,2023,7.48,1
Ecuador,"Anderson, Harrison and Camacho",452000,2018,Chandler-Roberts,Boiling Water Reactor,Uranium,"Woodfurt, Ecuador",Operational,1989,2.15,2
United States of America,"Johnson, Adams and Faulkner",332300,2004,"Costa, French and Lester",Boiling Water Reactor,Uranium,"South Pamelaberg, United States of America",Under Construction,1972,2.17,4
Faroe Islands,Daniels-Maynard,411800,1997,Thomas-Ray,Boiling Water Reactor,Uranium,"Vancemouth, Faroe Islands",Operational,1975,5.07,5
Iraq,Wells-Harper,301100,1996,"Evans, Smith and Farmer",Boiling Water Reactor,Thorium,"Nelsonbury, Iraq",Operational,2021,2.57,3
Peru,Martin-Arellano,245800,2001,Thompson-Green,Boiling Water Reactor,Thorium,"New Emily, Peru",Planned,1985,1.29,3
Angola,Mendez-Hernandez,93200,1982,"West, Fritz and Pope",Pressurized Water Reactor,Uranium,"Lake Eric, Angola",Operational,1981,6.56,1
Cape Verde,Stevenson Group,231900,2004,Smith PLC,Pressurized Water Reactor,Uranium,"Markport, Cape Verde",Operational,2021,4.97,4
Afghanistan,Miller and Sons,368200,1972,Smith Group,Fast Breeder Reactor,Mixed Oxide Fuel,"West Regina, Afghanistan",Operational,1982,2.91,2
Ecuador,Howard Group,98200,2000,"Barker, Scott and Sullivan",Pressurized Water Reactor,Thorium,"Sextonton, Ecuador",Under Construction,1981,7.33,5
Taiwan,Johnston-Smith,479100,1998,Oconnor Group,Fast Breeder Reactor,Mixed Oxide Fuel,"Rhondachester, Taiwan",Operational,1970,9.02,1
Lesotho,Booth PLC,295700,1988,"Diaz, Glenn and Rivera",Fast Breeder Reactor,Uranium,"Marshallfort, Lesotho",Planned,1976,3.3,5
French Guiana,Henry and Sons,297700,2000,Wright-Hicks,Pressurized Water Reactor,Mixed Oxide Fuel,"New Amandashire, French Guiana",Planned,2006,9.04,5
Mongolia,Williams Ltd,100800,1970,Reyes-Mendoza,Fast Breeder Reactor,Mixed Oxide Fuel,"Johnsonhaven, Mongolia",Operational,2017,6.88,2
Timor-Leste,Ball-Brown,226500,1979,"Bird, Adkins and Duran",Pressurized Water Reactor,Uranium,"Perryview, Timor-Leste",Operational,1996,5.37,2
Fiji,Elliott-Lyons,322300,2013,"Wilson, Carey and Bean",Boiling Water Reactor,Thorium,"Andersonport, Fiji",Decommissioned,1985,2.79,3
Vanuatu,Mccall-Bryant,126000,1989,"Morgan, Mcguire and Lin",Boiling Water Reactor,Thorium,"New Karenmouth, Vanuatu",Decommissioned,2015,6.48,5
Lao People's Democratic Republic,"Reed, Thompson and Swanson",61000,2000,Taylor and Sons,Pressurized Water Reactor,Uranium,"Stephanieberg, Lao People's Democratic Republic",Under Construction,2005,1.33,4
Cameroon,Scott-Walter,412200,2013,White PLC,Fast Breeder Reactor,Mixed Oxide Fuel,"Roberttown, Cameroon",Under Construction,2020,2.23,5
Andorra,"Day, Adams and Miles",457300,2009,Fowler LLC,Fast Breeder Reactor,Thorium,"Stevenfort, Andorra",Planned,1978,1.77,5
Saint Martin,Smith-Duke,201600,2004,"Green, King and Hatfield",Boiling Water Reactor,Mixed Oxide Fuel,"South Barbarastad, Saint Martin",Under Construction,2002,3.53,3
Bosnia and Herzegovina,Mack Inc,91500,1997,"Peters, Jones and Wilson",Pressurized Water Reactor,Thorium,"Webbview, Bosnia and Herzegovina",Planned,1988,2.47,1
Thailand,"Roach, Barnes and Cooper",68700,2018,Spence-Johnson,Boiling Water Reactor,Thorium,"Michaelburgh, Thailand",Operational,1981,2.47,5
San Marino,"Clark, Hernandez and Clark",190300,1977,"Smith, Black and Patel",Boiling Water Reactor,Mixed Oxide Fuel,"Lake Brandontown, San Marino",Operational,1995,9.46,5
Saint Barthelemy,"Jackson, Bryant and Lambert",104400,1997,Johnson-Schroeder,Fast Breeder Reactor,Thorium,"West Kenneth, Saint Barthelemy",Operational,1980,4.24,1
Haiti,"Wilson, Carpenter and Romero",279700,2011,"Perez, Sanchez and Parker",Boiling Water Reactor,Uranium,"South Pamela, Haiti",Operational,1999,5.55,2
Bahrain,Pope-Jones,260800,1991,"Butler, Owens and Patel",Boiling Water Reactor,Mixed Oxide Fuel,"Riosfurt, Bahrain",Under Construction,1991,1.54,4
Netherlands,Jones Inc,400200,2021,Morgan Ltd,Fast Breeder Reactor,Thorium,"Port Michelleville, Netherlands",Under Construction,1986,5.87,2
Jordan,"Ramirez, Phillips and Freeman",349500,1973,Smith Ltd,Boiling Water Reactor,Thorium,"West Derekbury, Jordan",Operational,2020,8.3,3
Trinidad and Tobago,"Baker, Adams and Zamora",221400,1977,"Simpson, Murphy and Murphy",Pressurized Water Reactor,Mixed Oxide Fuel,"Christiefurt, Trinidad and Tobago",Decommissioned,2003,1.54,4
Tunisia,Dennis-Brown,373800,1998,Edwards-Walker,Fast Breeder Reactor,Uranium,"Albertburgh, Tunisia",Under Construction,2000,3.18,1
Jordan,Flores-Ellison,171200,2007,Hood-Flores,Fast Breeder Reactor,Mixed Oxide Fuel,"Heatherborough, Jordan",Planned,1975,9.77,5
Guyana,Hammond-Beck,211300,1980,"Fisher, Rose and Knight",Fast Breeder Reactor,Thorium,"Lake Laura, Guyana",Decommissioned,2022,7.01,2
Lesotho,Mcbride-Harris,214400,1994,Weaver-Riley,Boiling Water Reactor,Thorium,"Port Richardville, Lesotho",Under Construction,1977,1.76,5
Turkey,Valdez LLC,198100,2012,Arellano Ltd,Pressurized Water Reactor,Uranium,"East Valeriemouth, Turkey",Operational,2006,6.56,5
Netherlands,Patterson PLC,498800,1972,Wallace-Wright,Pressurized Water Reactor,Mixed Oxide Fuel,"Matthewton, Netherlands",Under Construction,2011,3.42,2
Greenland,Davis-Castillo,341900,2018,Torres-Mclean,Boiling Water Reactor,Uranium,"Jacobfurt, Greenland",Planned,2018,4.43,4
Romania,Mack Inc,224200,1994,Potter LLC,Boiling Water Reactor,Thorium,"Gibsonbury, Romania",Under Construction,1994,8.58,2
Malawi,"Morrow, Mercado and Maxwell",228100,1986,"Campbell, Brown and Hensley",Fast Breeder Reactor,Thorium,"Andreaberg, Malawi",Planned,1996,8.21,3
Turkey,Bender-Watkins,341700,2000,Howard Group,Fast Breeder Reactor,Mixed Oxide Fuel,"Karenmouth, Turkey",Operational,2014,6.57,2
Equatorial Guinea,"Wang, Beard and Proctor",343500,1999,Howard Ltd,Fast Breeder Reactor,Thorium,"East Matthew, Equatorial Guinea",Planned,2019,1.65,5
Saint Kitts and Nevis,"Smith, Graham and Matthews",492300,2018,Brown LLC,Fast Breeder Reactor,Thorium,"East Lesliehaven, Saint Kitts and Nevis",Decommissioned,2004,7.38,4
Yemen,Robinson and Sons,256800,2012,Fitzgerald and Sons,Boiling Water Reactor,Uranium,"Lake Lisaport, Yemen",Planned,2003,1.16,5
Malta,Lawrence Ltd,211900,2017,Adams LLC,Boiling Water Reactor,Uranium,"Ramirezberg, Malta",Planned,1986,1.75,1
Mongolia,Christensen Inc,313800,1984,"Parks, Christensen and Mercado",Pressurized Water Reactor,Thorium,"West Pamela, Mongolia",Decommissioned,2019,1.88,5
Falkland Islands (Malvinas),"Pitts, Mitchell and Curry",67200,1998,"Taylor, Hudson and Patrick",Boiling Water Reactor,Uranium,"Williamsberg, Falkland Islands (Malvinas)",Under Construction,1971,6.91,1
Burundi,"Brooks, Mitchell and Raymond",393400,1981,Clark-Robinson,Fast Breeder Reactor,Thorium,"West Andrealand, Burundi",Under Construction,1993,8.18,3
Mexico,"Schroeder, Mcknight and Yoder",205500,2006,Moreno-Montoya,Fast Breeder Reactor,Mixed Oxide Fuel,"North Lauraland, Mexico",Under Construction,1980,8.77,4
Vietnam,"Meyer, Wright and Smith",56800,2006,"Montoya, Cruz and Williams",Boiling Water Reactor,Uranium,"Brendaton, Vietnam",Operational,1971,2.4,4
Timor-Leste,Lee LLC,499800,2021,"West, Brooks and Reeves",Pressurized Water Reactor,Mixed Oxide Fuel,"Jamesport, Timor-Leste",Under Construction,1985,6.29,3
Philippines,"Torres, Wright and Butler",177100,2002,Kaufman Ltd,Boiling Water Reactor,Thorium,"Autumnview, Philippines",Operational,1986,6.18,4
Benin,"Chapman, Davis and Wiggins",282300,1970,Johnson-Mack,Pressurized Water Reactor,Thorium,"Carolville, Benin",Under Construction,2011,4.58,4
Canada,"Miranda, Ramirez and Turner",359400,2012,"Gray, Ramirez and Hartman",Pressurized Water Reactor,Mixed Oxide Fuel,"Kathrynfurt, Canada",Planned,2015,8.71,2
Liechtenstein,Williams-Fuller,227600,2001,Owens-Cole,Pressurized Water Reactor,Uranium,"Port Marc, Liechtenstein",Planned,2007,7.53,2
Ukraine,"Wright, Williams and Randall",103700,2007,"Hall, Sanchez and Pitts",Fast Breeder Reactor,Mixed Oxide Fuel,"Lake Lawrenceview, Ukraine",Under Construction,1990,6.5,4
Czech Republic,Ruiz-Peterson,373300,1989,"Holmes, Huber and Edwards",Fast Breeder Reactor,Thorium,"Petershire, Czech Republic",Decommissioned,1988,9.62,2
Greece,"Mitchell, Brown and Reynolds",267300,1973,Reynolds-Pineda,Boiling Water Reactor,Thorium,"East Wendyside, Greece",Operational,1991,6.21,5
Cayman Islands,"Larson, Herman and Mcpherson",83200,1983,Brown-Anderson,Boiling Water Reactor,Uranium,"South Robinview, Cayman Islands",Decommissioned,2014,2.59,4
Philippines,Francis PLC,74800,1991,Smith Ltd,Boiling Water Reactor,Thorium,"South Justinton, Philippines",Operational,2004,4.14,4
Iran,Evans-Stewart,230200,1981,Elliott-Norman,Fast Breeder Reactor,Uranium,"Samanthafort, Iran",Under Construction,1994,8.18,3
Reunion,"Knox, Daniels and Miller",474000,1997,Delgado Inc,Boiling Water Reactor,Mixed Oxide Fuel,"Gibsonburgh, Reunion",Decommissioned,2001,9.03,4
Guinea-Bissau,Orozco and Sons,140700,1991,Sellers-Lynch,Boiling Water Reactor,Thorium,"West Nicholas, Guinea-Bissau",Planned,1995,3.03,5
Serbia,"Gutierrez, Lam and Thompson",474900,2002,"Daugherty, Williams and Chan",Boiling Water Reactor,Uranium,"South Terri, Serbia",Decommissioned,2001,1.88,2
Nicaragua,Travis PLC,145800,2003,Carey-Turner,Boiling Water Reactor,Uranium,"North Robertmouth, Nicaragua",Decommissioned,1972,7.03,4
French Guiana,"Flores, Harper and Kramer",358800,2019,"Williams, Pennington and Wilcox",Fast Breeder Reactor,Mixed Oxide Fuel,"Rodriguezhaven, French Guiana",Operational,2004,2.66,1
France,"Jones, Terrell and Lee",247800,1988,Wilson LLC,Boiling Water Reactor,Uranium,"Cynthiaport, France",Planned,1989,3.78,4
Croatia,Anderson-Hahn,237100,1973,Hall-Price,Pressurized Water Reactor,Uranium,"Port Timothytown, Croatia",Under Construction,1983,5.34,4
Turks and Caicos Islands,Chapman Inc,464700,1981,Peterson-Moon,Fast Breeder Reactor,Mixed Oxide Fuel,"Nicholasfurt, Turks and Caicos Islands",Decommissioned,2001,5.78,2
Sao Tome and Principe,"Jimenez, Davis and Christensen",445300,2015,Moore Group,Pressurized Water Reactor,Uranium,"New Toddport, Sao Tome and Principe",Planned,2019,2.55,1
French Guiana,"Everett, Adams and Simmons",231000,1973,Vargas LLC,Fast Breeder Reactor,Uranium,"Christopherfurt, French Guiana",Under Construction,1986,3.97,4
Saint Kitts and Nevis,Rodriguez Ltd,228200,2003,"Mcgee, Simpson and Stark",Boiling Water Reactor,Mixed Oxide Fuel,"South Jessica, Saint Kitts and Nevis",Planned,2015,8.03,5
Fiji,Porter-Oconnor,406500,1985,"Collins, Fischer and Hughes",Boiling Water Reactor,Thorium,"South Michelle, Fiji",Under Construction,1985,8.43,5
Austria,"Wright, Donaldson and Brown",211100,2020,"Rodgers, Dyer and Smith",Boiling Water Reactor,Thorium,"West Benjamintown, Austria",Decommissioned,1994,9.12,5
Sierra Leone,West-Martinez,128000,1993,Gross-Kaufman,Pressurized Water Reactor,Thorium,"Camposhaven, Sierra Leone",Decommissioned,1976,2.75,1
Martinique,Ruiz-Ashley,392000,1979,"Espinoza, Snyder and Nelson",Pressurized Water Reactor,Uranium,"Mooreshire, Martinique",Planned,1983,6.35,4
Isle of Man,Lewis-Acosta,229600,2007,Marsh-Mullen,Boiling Water Reactor,Thorium,"Seanfort, Isle of Man",Decommissioned,2011,3.12,5
Maldives,"Long, Grant and Johnson",58600,1997,Reyes-Graham,Boiling Water Reactor,Mixed Oxide Fuel,"Glennview, Maldives",Operational,2008,3.8,5
Japan,Rodriguez-Ewing,255700,2017,Joyce-Hardy,Pressurized Water Reactor,Mixed Oxide Fuel,"Toddstad, Japan",Operational,2006,4.88,3
Lithuania,"Oliver, Kelley and Buchanan",486500,1978,"Brown, Phillips and Ramirez",Fast Breeder Reactor,Uranium,"Salasstad, Lithuania",Operational,2008,1.03,3
Bangladesh,Edwards-Everett,263500,1977,Middleton PLC,Pressurized Water Reactor,Uranium,"East Michaelberg, Bangladesh",Under Construction,1978,8.05,1
Holy See (Vatican City State),Khan LLC,268700,1986,"Parker, Sanders and Robinson",Fast Breeder Reactor,Thorium,"Alexanderberg, Holy See (Vatican City State)",Under Construction,1984,1.83,4
Wallis and Futuna,Reyes and Sons,296600,1974,Richardson-Moss,Pressurized Water Reactor,Mixed Oxide Fuel,"Turnerport, Wallis and Futuna",Operational,2012,7.45,3
Hungary,Robinson-Freeman,145900,2019,Rowe and Sons,Boiling Water Reactor,Mixed Oxide Fuel,"West Michael, Hungary",Operational,1991,5.15,1
Algeria,Torres and Sons,178700,1996,Cervantes Group,Fast Breeder Reactor,Thorium,"Port Sarah, Algeria",Under Construction,1974,7.6,1
Mauritius,Pruitt-Walker,175800,1999,Jones-Carter,Pressurized Water Reactor,Mixed Oxide Fuel,"North Ashleyburgh, Mauritius",Decommissioned,2023,9.27,5
Austria,"Matthews, Beck and Duke",489900,2006,"Walton, Woodard and Keller",Boiling Water Reactor,Mixed Oxide Fuel,"Flynntown, Austria",Planned,1991,3.22,1
Azerbaijan,Mcgee Inc,71500,1970,Cook-Zimmerman,Boiling Water Reactor,Uranium,"Port Lindseyburgh, Azerbaijan",Under Construction,2015,2.35,3
Bouvet Island (Bouvetoya),"Lynch, Summers and Harris",284100,1985,Fox-Rogers,Pressurized Water Reactor,Uranium,"East John, Bouvet Island (Bouvetoya)",Under Construction,1975,8.42,5
Malta,Cook Group,122800,2016,"Cox, Smith and Campbell",Fast Breeder Reactor,Mixed Oxide Fuel,"West Roberthaven, Malta",Under Construction,1990,1.12,3
Maldives,Ashley LLC,321700,1988,Park-Walker,Boiling Water Reactor,Uranium,"Proctorland, Maldives",Planned,2003,2.6,4
